GeneName,NC_291_C_Pa_yr2,NC_294_C_Pa_yr2,NC_297_C_Pa_yr2,NC_300_C_Pa_yr2,NC_313_C_Pa_yr2,NC_316_C_Pa_yr2,NC_319_C_Pa_yr2,NC_322_C_Pa_yr2,NC_325_C_Pa_yr2,NO_265_La_Pa_yr2,NO_268_La_Pa_yr2,NO_271_La_Pa_yr2,NO_274_La_Pa_yr2,NO_277_La_Pa_yr2,NO_280_La_Pa_yr2,NO_289_La_Pa_yr2,NO_266_N_Pa_yr2,NO_272_N_Pa_yr2,NO_275_N_Pa_yr2,NO_278_N_Pa_yr2,NC_292_La_Pa_yr2,NC_295_La_Pa_yr2,NC_298_La_Pa_yr2,NC_311_La_Pa_yr2,NC_314_La_Pa_yr2,NC_317_La_Pa_yr2,NC_320_La_Pa_yr2,NC_326_La_Pa_yr2,NC_293_N_Pa_yr2,NC_312_N_Pa_yr2,NC_318_N_Pa_yr2,NC_327_N_Pa_yr2,NO_261_C_Pa_yr2,NO_264_C_Pa_yr2,NO_267_C_Pa_yr2,NO_270_C_Pa_yr2,NO_276_C_Pa_yr2,NO_279_C_Pa_yr2,NO_282_C_Pa_yr2,NO_288_C_Pa_yr2
isogroup12980_Past,10,5,5,12,6,14,14,5,9,0,0,5,2,3,0,10,2,1,0,17,0,5,3,0,13,18,0,1,0,0,8,3,3,16,8,6,7,6,8,12
isogroup12981_Past,0,2,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,1,2,2,0,1,4,0,2
isogroup12982_Past,2,5,5,0,0,5,4,7,10,0,0,2,0,3,0,10,0,0,7,6,0,9,0,0,4,2,0,4,0,0,7,3,1,3,7,0,1,4,5,5
isogroup12983_Past,2,2,3,6,0,9,2,0,15,0,0,1,2,1,0,5,4,0,2,1,0,5,0,0,1,4,0,7,0,0,3,9,3,5,3,2,3,4,2,7
isogroup12984_Past,1,1,3,1,0,1,1,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,1,3
isogroup12986_Past,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,2,0,0,3,1,1,0,1,1,0,1,0,1
isogroup12987_Past,6,11,10,17,12,9,5,7,5,1,2,4,4,4,0,20,8,0,6,11,0,5,6,0,3,12,0,7,1,1,7,6,9,17,14,4,16,14,4,13
isogroup12989_Past,8,7,3,3,2,2,4,3,11,0,0,1,2,4,0,4,2,0,1,5,0,3,1,0,1,3,0,0,0,0,7,2,0,2,0,4,3,6,5,8
isogroup12990_Past,3,3,2,7,1,1,3,1,3,0,0,0,3,0,0,4,5,0,1,1,0,1,1,0,5,1,0,2,0,0,5,1,9,20,3,4,6,5,3,2
isogroup12991_Past,0,2,1,2,0,1,1,2,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0
isogroup12992_Past,1,1,3,7,3,0,1,2,4,0,0,2,3,2,0,4,0,0,2,2,1,1,1,0,6,0,0,0,0,0,4,2,8,3,3,1,7,2,1,3
isogroup12993_Past,0,0,0,3,0,1,0,0,1,0,0,2,0,1,0,1,3,0,1,3,0,0,3,0,0,1,0,0,0,0,1,1,0,0,5,0,2,2,3,1
isogroup12994_Past,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,2,0,2,1,0,0,0,0,4,3,0,1,0,0,0,0,0,3,1,0,0,1,0,0
isogroup12995_Past,1,5,3,3,3,2,4,2,4,0,0,1,4,0,0,6,2,0,4,2,0,8,0,0,4,1,0,0,0,0,1,5,12,10,0,2,5,6,4,5
isogroup12997_Past,0,3,0,2,2,5,2,1,5,0,0,2,3,2,0,6,1,0,6,2,0,1,1,0,5,1,0,4,0,1,2,0,4,1,0,0,2,3,0,0
isogroup12998_Past,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1
isogroup12999_Past,0,5,3,3,1,4,0,1,5,0,0,0,2,0,0,3,0,0,1,4,0,1,0,0,0,9,0,3,0,0,2,0,0,1,2,0,0,9,2,8
isogroup13001_Past,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0
isogroup13002_Past,4,2,0,4,1,3,4,0,3,0,0,1,1,2,0,4,3,0,3,2,0,0,3,0,5,0,0,0,0,0,7,3,12,21,2,7,3,3,1,8
isogroup13003_Past,1,1,2,4,0,1,0,0,5,0,0,2,0,3,0,1,0,0,0,1,0,4,4,0,1,4,0,0,0,0,2,0,1,0,1,1,0,0,1,0
isogroup13004_Past,2,4,3,7,3,7,2,3,21,1,3,6,2,3,0,1,4,0,2,9,0,3,2,1,4,3,0,3,0,0,9,1,3,3,7,3,3,7,0,5
isogroup13005_Past,0,2,1,1,1,4,4,1,2,0,0,2,1,4,0,2,3,1,0,5,0,3,2,0,1,3,0,1,0,0,5,2,2,3,5,0,2,6,3,4
isogroup13006_Past,6,6,0,5,13,5,7,1,12,0,1,6,2,4,1,3,10,0,3,5,0,12,2,0,7,9,0,5,0,0,6,3,10,13,1,7,3,3,1,8
isogroup13007_Past,3,14,3,34,13,15,17,16,16,0,0,3,7,8,0,13,4,0,7,18,0,4,4,0,11,9,0,5,1,0,3,13,3,21,11,9,8,5,7,25
isogroup13008_Past,1,5,2,2,2,5,0,1,3,0,0,0,0,4,0,4,2,0,5,0,0,3,0,0,4,0,0,1,0,0,3,1,1,1,1,3,4,1,0,1
isogroup13011_Past,10,9,0,8,4,13,8,2,11,0,0,6,6,4,0,18,4,0,8,11,0,7,4,0,6,1,1,6,0,0,9,1,8,1,3,0,4,8,6,8
isogroup13012_Past,0,2,4,2,1,1,2,0,7,0,0,0,2,1,0,0,1,0,3,0,0,0,2,0,1,1,1,1,0,0,0,0,11,3,4,3,0,1,2,1
isogroup13015_Past,2,9,4,5,4,9,1,2,14,0,0,0,2,2,0,7,0,0,5,6,0,5,3,3,2,1,0,0,0,0,4,5,7,6,1,1,4,4,2,9
isogroup13016_Past,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
isogroup13017_Past,0,3,2,2,1,3,1,1,5,0,0,0,1,2,0,6,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,2,0,3,0,1,3,1,0,3
isogroup13018_Past,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
isogroup13020_Past,1,2,0,0,0,0,2,0,6,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
isogroup13021_Past,0,3,5,2,8,2,5,1,11,0,0,3,0,0,0,0,9,0,6,1,0,2,3,0,0,1,0,3,0,0,4,1,4,1,4,2,1,5,2,2
isogroup13023_Past,0,3,0,1,1,1,2,1,0,2,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,1
isogroup13024_Past,0,0,3,4,1,1,0,1,6,0,0,5,0,0,0,1,1,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,5,2,5,1,3,1,0,2
isogroup13025_Past,2,0,1,5,2,2,2,2,3,0,0,1,1,1,0,9,2,0,2,2,0,0,0,0,5,1,0,0,0,0,3,2,6,2,5,2,1,1,0,3
isogroup13026_Past,0,0,0,1,0,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,3,0,1,0,2,0
isogroup13028_Past,0,6,3,2,3,1,1,1,10,0,0,1,0,4,0,3,2,0,4,1,0,4,2,0,1,1,0,2,0,0,5,4,4,0,1,0,3,1,3,4
isogroup13029_Past,0,3,3,12,3,2,1,2,3,0,0,0,0,0,0,5,2,0,2,1,0,0,1,0,0,4,0,3,0,0,1,3,9,3,0,1,0,0,0,1
isogroup13031_Past,0,0,1,4,0,3,1,0,2,0,1,3,0,1,0,3,0,0,0,2,0,1,1,0,1,6,0,2,0,0,1,2,0,4,3,3,0,4,0,1
isogroup13033_Past,0,3,3,4,1,2,4,2,6,1,0,1,4,4,0,3,1,0,1,3,0,2,2,0,12,4,0,0,0,0,3,3,6,12,0,4,8,5,3,1
isogroup13034_Past,0,0,2,1,3,0,0,2,2,0,0,2,1,1,0,3,2,0,0,3,0,2,3,0,2,2,0,1,0,0,4,3,1,3,1,0,2,1,0,1
isogroup13035_Past,0,3,0,0,2,0,1,1,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0
isogroup13037_Past,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0
isogroup13038_Past,2,1,2,2,4,0,0,1,2,0,0,0,0,2,0,0,2,0,0,1,0,0,2,0,1,2,0,1,0,0,1,0,1,1,1,0,0,1,2,3
isogroup13040_Past,1,3,0,0,0,8,2,1,3,0,0,3,0,0,0,3,1,0,3,1,0,1,0,0,2,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1
isogroup13041_Past,4,9,16,9,4,15,7,3,16,0,0,4,5,8,1,8,6,0,7,9,0,12,0,0,7,17,0,10,0,0,20,9,10,9,13,5,7,10,6,8
isogroup13042_Past,0,1,2,2,1,0,1,1,5,0,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0,2,0,5,0,0,4,2,4,0,1,0,1,1,1,0
isogroup13043_Past,4,5,2,6,2,4,4,5,7,0,0,1,0,3,0,3,4,0,1,3,0,3,3,0,8,3,0,3,0,0,3,0,3,4,2,3,1,3,4,3
isogroup13045_Past,3,4,4,2,7,3,2,0,9,0,0,1,2,2,0,4,0,0,0,3,0,8,1,0,7,5,0,1,0,0,2,4,2,6,1,0,3,2,1,4
isogroup13046_Past,4,10,7,12,6,11,9,8,23,1,6,8,2,10,2,18,8,0,17,7,0,7,4,0,6,12,0,5,0,0,17,6,10,14,9,2,10,9,4,11
isogroup13048_Past,0,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0
isogroup13049_Past,2,2,4,4,2,5,0,1,2,0,0,2,0,2,0,2,0,0,6,3,0,0,2,0,4,3,0,2,0,0,11,1,3,2,9,5,1,1,0,0
isogroup13050_Past,5,2,2,4,0,1,1,0,5,0,1,2,0,2,0,9,3,0,0,3,0,1,1,0,1,3,0,2,0,0,2,0,3,10,9,0,6,4,2,2
isogroup13053_Past,21,30,31,70,22,26,18,13,66,1,0,19,14,8,0,37,20,0,17,18,0,8,17,0,10,14,1,23,0,1,10,36,31,48,21,12,28,32,11,49
isogroup13054_Past,1,1,0,9,1,6,0,1,2,0,2,0,0,0,0,5,3,0,0,2,0,1,2,0,2,3,0,2,0,0,0,3,2,3,6,0,1,1,1,0
isogroup13055_Past,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
isogroup13058_Past,6,1,1,1,2,2,3,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,2,1,2,5,1,2
isogroup13059_Past,4,4,1,8,2,2,3,3,8,0,0,2,0,0,0,1,3,0,0,3,0,1,1,0,0,4,0,2,0,0,1,1,1,6,0,0,0,5,3,6
isogroup13060_Past,0,3,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,4,2
isogroup13063_Past,0,2,1,4,0,2,3,0,1,0,0,0,0,0,0,2,2,0,5,1,0,0,2,0,0,1,0,1,0,0,3,2,3,2,3,1,1,3,1,0
isogroup13066_Past,3,4,2,4,1,5,2,4,10,0,0,2,1,1,0,5,0,0,2,5,0,2,3,0,1,6,0,1,0,0,2,11,3,6,4,1,5,4,1,6
isogroup13067_Past,0,0,1,4,1,1,0,1,3,0,0,1,1,3,0,2,1,0,1,4,0,0,1,0,2,2,0,0,0,0,6,1,2,5,2,2,0,1,0,1
isogroup13069_Past,2,1,1,2,1,1,1,0,5,0,0,0,2,4,0,4,2,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,2,4,0
isogroup13070_Past,0,7,3,12,5,2,1,1,3,0,0,0,0,2,0,9,3,0,2,7,0,1,0,0,0,1,0,0,0,0,5,2,5,7,2,1,5,4,0,5
isogroup13073_Past,2,1,8,3,1,3,2,0,25,0,0,1,14,1,0,13,3,0,6,9,0,10,5,0,5,4,0,3,0,0,13,10,13,5,21,1,16,4,1,17
isogroup13074_Past,2,1,4,7,0,3,0,1,6,1,0,0,2,12,0,9,1,0,2,3,0,0,1,0,4,0,0,7,0,0,2,3,6,4,6,2,4,3,3,5
isogroup13075_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isogroup13076_Past,5,3,3,3,3,8,1,6,18,1,0,3,2,0,0,5,0,0,2,7,0,3,0,0,6,4,0,4,0,0,7,10,5,6,1,1,7,14,3,7
isogroup13077_Past,0,3,2,2,1,3,1,0,0,0,0,1,0,1,0,2,1,0,2,3,0,1,0,0,1,1,0,0,0,0,1,5,1,0,2,1,1,7,0,1
isogroup13078_Past,1,4,1,2,1,0,1,1,4,0,0,0,1,0,0,0,2,0,4,0,0,1,0,0,2,2,0,1,0,0,2,2,1,0,1,0,2,5,1,4
isogroup13079_Past,2,19,3,17,3,6,3,1,3,2,0,1,3,0,0,4,1,0,2,5,0,2,1,0,6,4,0,3,0,0,4,2,11,12,2,1,2,5,5,3
isogroup13080_Past,9,23,14,19,14,9,5,10,31,1,0,6,4,5,0,13,8,0,15,13,0,8,3,0,10,9,0,6,0,0,16,18,15,22,15,5,14,13,2,11
isogroup13081_Past,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,3,0,0,0,0,0,2
isogroup13082_Past,1,2,4,1,1,3,2,1,10,0,0,0,0,3,0,3,3,0,2,1,0,2,0,0,3,6,0,1,0,0,4,3,0,3,1,0,3,3,3,1
isogroup13083_Past,0,2,2,2,0,2,1,2,9,1,0,0,0,2,0,0,1,0,2,0,0,1,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,3,0,3
isogroup13084_Past,3,7,2,8,4,2,4,2,13,0,0,2,1,7,0,4,2,0,1,3,1,8,5,0,4,7,0,5,0,0,3,2,6,5,0,1,3,4,1,3
isogroup13086_Past,2,1,3,10,4,3,3,2,13,0,1,4,0,2,1,3,1,0,1,6,0,5,5,0,5,2,0,3,0,0,1,1,7,5,1,3,2,8,2,7
isogroup13088_Past,0,1,0,0,3,1,2,2,3,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,2,2,0,1,0,0,0,0,1,2,0,0,2,1,0,1
isogroup13090_Past,0,1,1,1,1,0,1,1,3,0,0,1,1,2,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,4,0,1,0,2,1,1,1,0,4
isogroup13095_Past,1,2,2,0,0,3,0,0,2,0,0,0,0,0,0,8,1,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4,1,0,3,0,1
isogroup13097_Past,2,0,0,0,0,3,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,7,0,1,1,1,1,1,0,1,1
isogroup13099_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isogroup13102_Past,0,2,2,1,0,2,1,0,3,0,0,0,1,0,0,2,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,6,0,2,1,2,1
isogroup13103_Past,4,9,4,3,1,7,0,0,1,0,0,2,0,1,0,14,2,0,0,3,0,2,0,0,1,1,0,2,0,0,2,4,7,9,11,0,3,6,6,1
isogroup13104_Past,3,5,4,7,1,9,2,1,10,1,0,2,1,2,0,7,3,0,0,1,0,1,1,0,2,8,0,0,0,0,2,1,3,5,5,4,1,7,2,3
isogroup13105_Past,1,6,2,2,2,8,1,0,4,0,0,1,0,0,0,2,2,0,6,2,0,1,0,0,3,1,1,1,0,0,1,2,4,2,1,1,1,0,2,8
isogroup13106_Past,2,0,1,1,1,1,1,1,2,0,2,0,2,2,0,2,0,0,0,1,0,2,3,0,1,4,0,0,0,0,3,0,0,1,0,1,1,2,0,0
isogroup13107_Past,7,8,6,8,10,13,6,6,0,0,0,8,0,3,0,14,8,0,3,5,0,1,2,0,0,10,0,0,0,0,8,0,9,6,1,1,3,6,0,17
isogroup13108_Past,4,4,4,2,3,6,2,0,8,0,0,2,0,6,0,3,2,0,2,3,0,0,2,0,1,1,0,1,0,0,0,7,6,8,10,3,1,4,5,6
isogroup13109_Past,2,4,2,5,2,8,9,0,19,0,0,7,4,2,0,12,4,0,3,4,0,3,5,0,2,6,0,7,1,0,6,1,3,4,6,1,1,5,3,10
isogroup13110_Past,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,0,3,0,0
isogroup13111_Past,2,1,0,1,0,5,4,2,4,0,0,2,0,1,1,1,0,0,7,0,0,1,0,0,1,5,0,2,0,0,2,0,0,0,0,5,0,2,0,0
isogroup13112_Past,0,2,1,1,1,2,0,1,2,0,2,0,1,0,0,0,1,0,1,1,0,2,0,0,4,2,0,2,0,0,2,1,3,4,3,1,0,0,1,1
isogroup13113_Past,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
isogroup13115_Past,0,2,3,0,2,2,1,2,3,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,2,0
isogroup13116_Past,1,2,0,1,0,4,1,0,1,0,0,0,0,0,0,3,1,0,2,1,0,2,1,0,1,0,0,0,0,1,2,4,1,3,1,1,0,1,1,0
isogroup13117_Past,3,0,3,1,2,4,7,0,7,0,0,0,1,4,1,3,1,0,1,1,0,3,0,0,0,3,0,3,0,0,2,3,2,4,0,0,1,5,2,6
isogroup13119_Past,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
isogroup13120_Past,9,14,8,38,2,12,10,8,30,1,0,2,15,5,0,16,5,0,7,16,0,3,2,0,6,3,0,17,0,0,11,30,43,50,21,6,29,12,8,17
isogroup13121_Past,0,3,0,2,1,0,1,1,0,0,0,0,1,0,0,1,2,0,1,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
isogroup13122_Past,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
isogroup13123_Past,0,5,2,2,1,2,5,0,5,0,0,3,21,1,0,2,0,0,34,2,0,2,2,0,4,2,0,0,0,0,2,3,2,0,0,0,0,0,0,1
isogroup13124_Past,0,2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,3,0,0,1,0,0,1,1,1,0,0,0,0,3,0,2
isogroup13125_Past,2,3,4,0,0,4,2,1,12,0,0,1,2,2,0,6,5,0,2,3,0,1,1,0,4,4,0,2,0,0,7,4,2,1,16,0,6,7,5,5
isogroup13126_Past,0,0,2,9,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,6,0,5,2,0,1,0,0,0,0,6,13,2,2,2,0,0,1
isogroup13128_Past,1,1,1,5,3,4,2,0,6,0,1,2,2,3,0,3,2,0,3,1,0,3,0,0,0,2,0,1,0,0,4,2,5,5,8,1,2,3,0,4
isogroup13129_Past,21,41,43,34,26,35,29,20,58,1,0,9,9,9,6,35,22,0,17,32,0,17,15,0,23,28,0,20,1,0,22,26,24,32,31,20,24,53,12,59
isogroup13130_Past,0,0,3,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0
isogroup13131_Past,0,1,1,1,0,1,0,0,4,0,0,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,4,0,4,0,1,0,1
isogroup13134_Past,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,3,0,2
isogroup13135_Past,1,1,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,1,0,0,2,2,0,1,2,1,3
isogroup13136_Past,1,4,1,2,2,0,2,0,4,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,4,2,2,3
isogroup13137_Past,0,2,3,0,0,2,1,0,3,0,0,1,0,1,0,3,5,0,1,1,0,2,0,0,0,1,0,0,0,0,2,0,0,1,4,0,1,1,0,2
isogroup13138_Past,1,3,2,4,5,7,5,2,4,0,0,5,5,6,0,2,7,0,0,3,0,4,5,0,14,2,0,0,0,0,1,6,7,8,2,3,1,13,2,4
isogroup13139_Past,0,0,0,3,0,2,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,0,0,0,1,1,1,0,3,1,0,1,1,2
isogroup13141_Past,1,1,1,2,2,0,0,2,4,0,0,0,0,1,0,1,1,0,2,1,0,0,1,0,2,1,0,0,0,0,1,1,0,2,1,0,2,1,0,1
isogroup13142_Past,0,3,1,3,0,3,2,0,2,0,0,1,1,0,0,3,0,0,1,1,0,0,1,0,2,1,0,4,0,0,5,2,12,7,0,0,0,3,2,1
isogroup13143_Past,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
isogroup13144_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isogroup13145_Past,1,1,2,2,2,2,3,0,3,1,0,2,0,1,0,0,2,0,0,2,1,1,2,0,3,3,0,0,0,0,2,6,2,2,2,0,1,1,3,1
isogroup13146_Past,1,4,0,2,2,0,0,2,1,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,3,0,0,3,0,1
isogroup13148_Past,2,4,8,2,1,1,4,1,4,0,0,0,1,0,0,4,0,0,1,1,0,3,1,0,2,5,0,6,0,0,6,2,2,1,1,0,1,3,0,0
isogroup13149_Past,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
isogroup13151_Past,2,6,1,5,0,4,2,1,10,0,0,4,3,4,0,3,4,0,1,0,0,7,6,0,6,4,0,4,0,0,1,0,2,1,6,0,1,0,1,5
isogroup13152_Past,3,12,10,9,4,1,6,2,16,0,0,3,2,4,0,12,7,0,0,5,0,3,1,2,3,10,0,5,0,0,4,3,6,7,4,0,0,12,1,11
isogroup13154_Past,0,3,1,1,1,1,4,1,3,0,0,3,0,0,0,1,1,0,0,2,0,1,0,0,1,1,0,3,0,0,0,3,0,0,1,0,1,2,0,1
isogroup13156_Past,5,22,9,19,6,7,4,10,21,0,0,2,3,3,0,15,1,0,10,10,0,2,5,0,1,11,0,8,1,0,7,9,15,20,9,3,6,22,3,7
isogroup13157_Past,8,24,10,22,9,16,3,5,19,1,1,6,3,6,1,16,6,0,4,13,0,7,4,0,7,8,0,10,0,0,13,6,14,16,13,3,14,30,4,11
isogroup13158_Past,10,26,21,29,15,30,12,21,45,2,3,9,7,4,1,41,12,0,16,26,0,3,9,0,11,27,0,7,1,0,13,24,26,20,37,2,21,26,13,22
isogroup13160_Past,3,0,1,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,1
isogroup13161_Past,1,8,1,11,4,10,7,1,14,0,0,11,5,13,0,35,5,0,12,12,0,14,2,0,20,16,0,14,0,1,15,7,11,12,2,1,16,11,5,15
isogroup13162_Past,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,2
isogroup13163_Past,4,12,9,6,3,6,7,3,23,0,0,4,4,1,0,7,6,0,4,6,1,7,3,0,8,16,0,4,0,0,10,6,8,9,3,0,3,9,1,7
isogroup13164_Past,0,7,0,5,3,0,1,5,3,1,0,3,0,6,0,4,1,0,0,2,0,0,5,0,1,1,0,2,0,0,2,2,1,3,1,3,2,1,1,6
isogroup13165_Past,4,3,1,3,0,3,0,0,2,1,0,1,0,0,0,6,2,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,4,2,0,0,2,3,1
isogroup13166_Past,4,14,10,8,8,5,8,5,25,2,0,1,17,2,0,9,11,0,13,12,0,3,1,2,7,11,0,0,0,1,6,6,7,24,5,3,0,7,5,12
isogroup13167_Past,7,31,11,31,6,14,9,5,22,3,1,6,3,7,0,18,11,0,10,15,0,4,5,0,5,6,0,4,0,0,14,16,18,22,23,8,12,19,12,16
isogroup13168_Past,5,11,13,16,2,6,4,4,19,0,0,6,4,2,0,15,3,0,7,7,0,5,7,0,11,7,0,3,0,0,13,12,7,18,1,5,4,12,3,14
isogroup13169_Past,4,12,10,8,5,5,8,4,16,1,0,7,2,0,0,5,7,0,6,21,0,4,2,0,3,11,0,5,0,0,7,2,6,9,7,4,7,11,1,14
isogroup13170_Past,0,7,4,4,11,3,2,2,8,0,0,2,0,1,0,8,5,0,2,1,0,1,1,0,3,4,0,0,0,0,0,1,1,0,2,0,5,6,4,6
isogroup13171_Past,0,6,3,12,0,7,7,0,3,0,0,1,2,4,0,3,6,0,3,1,0,3,2,0,4,6,0,2,0,0,3,4,6,10,0,1,3,4,2,4
isogroup13172_Past,5,11,3,3,5,2,4,2,22,0,0,4,1,7,0,18,8,0,4,3,0,12,6,0,4,13,0,6,0,0,9,6,21,7,0,7,1,8,2,8
isogroup13174_Past,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
isogroup13176_Past,3,9,2,8,2,2,2,4,9,0,0,5,2,1,0,9,4,0,12,8,0,1,5,0,1,7,0,0,0,0,5,1,2,2,0,3,2,4,2,6
isogroup13178_Past,2,1,0,7,3,1,3,1,10,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,2,0,0,5
isogroup13179_Past,3,38,36,30,49,20,24,22,51,1,0,6,8,25,0,85,48,0,2,72,0,22,7,0,42,37,0,9,1,0,8,6,12,5,32,3,9,20,33,46
isogroup13180_Past,0,2,0,2,3,3,1,1,5,0,1,4,1,2,0,0,0,0,5,3,0,0,0,0,2,3,0,2,0,0,1,0,2,3,0,0,1,2,1,5
